dissim	el0	el1	el2	el3	el4	el5	el6	el7	el8	el9	el10	el11	el12	el13	el14	el15	max_el	diff	diffplus	diffminus	std	diff/std**0.2	diff/std**0.6	diff/std**1	diff/std**1.4	diff/std**2	maxmiddle	similarwindow_4.0	similarwindow_4.1	similarwindow_4.2	similarwindow_4.3	stat0	stat1	stat2	stat3	stat4	stat5	stat6	stat7	stat8	stat9	stat10	stat11	stat12	stat13	stat14	stat15	stat16	stat17	stat18	stat19	stat20	stat21	stat22	stat23	stat24	stat25	stat26	stat27	stat28	stat29	stat30	stat31	stat32	stat33	stat34	stat35	stat36	stat37	stat38	stat39	stat40	stat41	stat42	stat43	stat44	class
0.0098262	0.087025	0.27606	0.25893	0.11639	0.043252	0.054672	0.087968	0.11467	0.031438	0.01312	0.020824	0.0065555	0.010591	0.009564	0.010514	0.0094508	0.27606	0.13775	0.091154	-0.046601	0.024627	0.18193	0.31643	0.53755	0.83129	0.8575	0.32031	0.15902	0.23252	0.33177	0.33955	0.019663	0.15597	0.16722	0.06554	0.023222	0.030505	0.050536	0.05865	0.017378	0.0067918	0.00771	0.00098622	0.0016494	0.0024118	0.0034745	0.00019936	0.23705	0.32046	0.27844	0.28312	0.028642	0.01802	-0.065147	0.020724	-0.070703	0.028351	0.0049987	0.11579	0.036402	0.10191	-0.046015	0.067185	0.10613	-0.016656	-0.13319	-0.016386	0.40732	0.29647	0.32302	0.34389	0.091934	0.018066	0.029502	0.046547	1.2487	522.5
0.006279	0.047463	0.048947	0.079639	0.073562	0.076716	0.16874	0.19617	0.19935	0.1618	0.14449	0.0085974	0.0072409	0.0058755	0.0099808	0.0021943	0.0071612	0.19935	0.14401	0.070139	-0.073869	0.023019	0.19277	0.34433	0.59955	0.94101	0.9413	0.35938	0.10926	0.55813	0.68445	0.86428	0.020161	0.014923	0.027167	0.040111	0.040686	0.084695	0.098985	0.10032	0.08108	0.073798	0.0040382	0.001008	0.0024395	0.0014177	0.0013065	0.0036058	0.27008	0.27519	0.25604	0.26927	-0.13848	0.094267	-0.12483	0.048718	0.075815	0.13873	0.13215	0.13544	0.1408	0.1174	-0.0063151	-0.13368	-0.0088483	0.14137	-0.13424	-0.13846	0.31522	0.16521	0.31184	0.25775	0.049883	0.00024001	0.051162	0.026893	1.6796	440
0.010539	0.066469	0.089999	0.13276	0.16103	0.20155	0.27862	0.17535	0.22352	0.26603	0.21798	0.11567	0.0096166	0.0091216	0.009847	0.006842	0.0097219	0.27862	0.24725	0.14327	-0.10398	0.039119	0.29773	0.4312	0.61629	0.84136	0.97715	0.1875	0.079218	0.78655	1.0421	1.1523	0.013672	0.045423	0.06722	0.078898	0.10751	0.14875	0.088725	0.11688	0.13752	0.11222	0.07557	0.0026758	0.0024579	0.0013757	0.0024222	0.0032183	0.26593	0.29874	0.25878	0.28146	0.14113	0.13183	0.12785	0.11734	0.06094	0.042197	0.1287	0.090691	0.10233	0.1081	-0.070359	0.14133	0.055793	0.13914	-0.14082	0.14131	0.26457	0.0042952	0.17443	0.13655	0.030635	-0.038612	0.004657	-0.017492	1.9828	715
0.021747	0.085939	0.09969	0.2243	0.33997	0.315	0.31307	0.28256	0.29832	0.24414	0.17245	0.17942	0.046321	0.0087477	0.012497	0.0093592	0.0054261	0.33997	0.2171	0.17709	-0.040011	0.062165	0.23834	0.28724	0.3437	0.40269	0.4463	0.52344	0.099453	0.32057	0.46917	0.81436	0.057024	0.040021	0.14477	0.22939	0.16337	0.20702	0.17541	0.1471	0.092999	0.038867	0.056518	0.0083339	0.0025779	0.0063477	0.0020532	0.0017212	0.22019	0.33415	0.30212	0.29811	0.13854	0.084089	-0.10512	-0.089823	-0.13936	-0.10564	-0.08328	-0.14124	-0.098092	-0.050869	-0.073699	-0.14096	0.13664	0.12399	-0.12893	-0.12809	0.041103	-0.045207	-0.084281	-0.0045182	-0.011668	-0.044896	-0.047858	-0.041338	1.9623	261.5
0.016238	0.10244	0.15513	0.14256	0.24136	0.23387	0.23753	0.23463	0.24502	0.21262	0.17055	0.12686	0.016895	0.011345	0.014927	0.010195	0.0056213	0.24502	0.23436	0.11604	-0.11832	0.072608	0.24943	0.28262	0.31839	0.35298	0.37366	0.28125	0.22318	0.36275	1.1453	1.3117	0.023723	0.022019	0.072099	0.07354	0.11846	0.11917	0.11923	0.12281	0.097108	0.085522	0.064859	0.0059679	0.0012253	0.0015417	0.0017715	0.0009527	0.27408	0.3572	0.2704	0.30789	-0.11919	-0.11985	0.12934	0.13626	0.12741	0.13932	0.12347	0.1405	0.13942	0.13992	0.11626	-0.044613	0.0086105	-0.11285	-0.074302	0.12384	-0.081404	-0.08566	-0.090919	-0.055849	-0.047851	-0.048761	-0.047269	-0.044719	1.8412	185.5
0.014822	0.10371	0.17016	0.17685	0.20163	0.26079	0.28665	0.30132	0.28767	0.2472	0.22006	0.13814	0.0083914	0.011432	0.009506	0.012286	0.0070699	0.30132	0.15125	0.031362	-0.11989	0.053667	0.171	0.21846	0.27668	0.34103	0.38981	0.70312	0.12918	0.32799	0.36948	1.0869	0.072172	0.088497	0.06803	0.065603	0.075959	0.075222	0.095993	0.091598	0.10315	0.10823	0.060755	0.0041048	0.002005	0.0031623	0.0010594	0.0024785	0.30399	0.31164	0.23902	0.29136	-0.13288	0.096699	-0.059302	-0.10346	-0.11621	-0.10304	-0.1365	-0.13699	-0.13678	-0.061065	-0.085235	-0.1399	-0.076077	-0.13979	-0.13468	-0.0056966	-0.091513	-0.12412	-0.071909	-0.076879	-0.048002	-0.046992	-0.048159	-0.04845	1.8073	266.5
0.012419	0.35872	0.20985	0.14516	0.081714	0.16995	0.18051	0.089321	0.12576	0.027524	0.020235	0.082187	0.0048031	0.011205	0.015112	0.020412	0.018876	0.35872	0.19244	0.12358	-0.068865	0.030272	0.24391	0.39098	0.61539	0.90428	1.0042	0.20312	0.042724	0.30075	0.28091	0.43471	0.23556	0.13967	0.072086	0.042873	0.085137	0.092579	0.046159	0.070868	0.0086495	0.0024651	0.048877	0.001403	0.002708	0.0028593	0.003399	0.0041239	0.097297	0.243	0.19254	0.19419	-0.097375	-0.078202	0.14137	0.087117	0.14117	0.11252	0.10384	0.020102	0.11719	0.10196	-0.019381	-0.11093	0.0020224	-0.11518	0.1386	0.0070179	0.25219	0.28904	0.42191	0.41956	0.055954	0.06874	0.14596	0.17034	1.5756	429
0.0070588	0.028953	0.043183	0.087389	0.15526	0.16302	0.23682	0.21231	0.20115	0.077768	0.08965	0.0095853	0.0033476	0.0081875	0.0050658	0.007271	0.006855	0.23682	0.17203	0.090275	-0.081753	0.024676	0.22711	0.39469	0.67001	1.0357	1.0692	0.22656	0.17555	0.45192	0.35131	0.34834	0.016939	0.023721	0.058199	0.077897	0.082076	0.12039	0.10842	0.1021	0.038952	0.045134	0.0016938	0.0010898	0.0004984	0.0014207	0.0025624	0.0020239	0.26484	0.29627	0.26302	0.27809	-0.11648	0.034302	-0.078439	0.13929	0.13487	0.12297	0.11767	0.12482	0.14141	0.13493	0.089622	0.019265	-0.12846	0.092425	0.12198	0.12092	0.28741	0.10102	0.24085	0.20139	0.04924	-0.025424	0.026714	0.0063651	1.7943	331.5
0.0081208	0.053416	0.090751	0.1156	0.054369	0.20128	0.22983	0.17656	0.26555	0.12932	0.0089839	0.016634	0.0083182	0.0065653	0.0078557	0.007025	0.0068683	0.26555	0.16902	0.09142	-0.077597	0.028346	0.21705	0.35709	0.57596	0.86098	0.93718	0.29688	0.1241	0.40844	0.24576	0.37605	0.01783	0.042078	0.063455	0.017107	0.10176	0.12015	0.088519	0.13304	0.06496	0.0049401	0.008332	0.0029869	0.0029413	0.0034234	0.0021273	0.0025956	0.24815	0.28605	0.25624	0.26689	0.1412	0.029443	0.042617	0.0064928	0.12973	0.090998	0.14016	0.14104	0.13774	0.041046	0.14129	-0.13349	-0.105	-0.015117	0.092892	-0.09804	0.41078	0.19643	0.36719	0.31022	0.10904	0.0026818	0.080601	0.04903	1.5291	345.5
0.011741	0.070381	0.0846	0.092516	0.2409	0.24999	0.096605	0.12481	0.18246	0.10347	0.038403	0.084986	0.007066	0.0064868	0.0053955	0.0088661	0.010635	0.24999	0.04823	0.042013	-0.0062174	0.034407	0.059585	0.090796	0.13622	0.19318	0.22085	0.77344	0.086111	0.18845	0.31537	0.46477	0.029069	0.033486	0.039439	0.15976	0.090661	0.051927	0.018924	0.027684	0.020101	0.015338	0.011026	0.0020512	0.00066742	0.0035054	0.0014398	0.0013197	0.27465	0.2764	0.29103	0.28164	0.11029	0.035575	0.029017	-0.13945	-0.016689	-0.00046898	0.097319	-0.099984	0.13535	0.12282	0.13022	0.01393	0.10594	-0.07183	-0.033224	-0.020193	0.27913	0.15711	0.15331	0.19426	0.032146	-0.018479	-0.022899	-0.006489	1.783	336
0.013021	0.14528	0.24636	0.23012	0.066433	0.10036	0.2049	0.24381	0.22733	0.1558	0.03152	0.11678	0.0065245	0.011083	0.0081668	0.011581	0.01583	0.24636	0.20363	0.13864	-0.064991	0.03469	0.25116	0.38148	0.57056	0.80724	0.92417	0.32812	0.059372	0.3583	0.4332	0.41803	0.059846	0.17236	0.12485	0.040647	0.059334	0.1029	0.13187	0.11815	0.078814	0.016235	0.059695	0.0015953	0.003829	0.0023885	0.0012685	0.0024921	0.19368	0.26542	0.26592	0.25046	-0.12077	-0.13759	-0.13797	-0.046452	-0.015496	0.092641	0.056355	0.097436	0.12899	0.10763	0.11639	0.10644	-0.12009	-0.076909	-0.14138	-0.10683	0.48576	0.21294	0.33796	0.3237	0.16615	0.0044379	0.050439	0.050402	1.5306	408
0.0070216	0.18403	0.11323	0.055916	0.022788	0.1995	0.019566	0.0045038	0.0069046	0.0035705	0.0041295	0.007884	0.0086175	0.0095403	0.015935	0.013887	0.011205	0.1995	0.051471	0.015709	-0.035763	0.014322	0.075745	0.1631	0.33593	0.56596	0.42711	0.51562	0.050862	0.11272	0.16748	0.20523	0.092337	0.050219	0.034936	0.011863	0.10005	0.009839	0.0017969	0.00087394	0.0011476	0.001997	0.0028381	0.0014585	0.0017453	0.0032123	0.0045804	0.0032436	0.22102	0.20783	0.16436	0.19976	-0.070439	-0.063193	-0.14055	0.095658	0.13988	0.13637	-0.1066	0.094087	-0.020539	-0.066439	0.092031	0.11732	0.049161	0.1406	-0.01688	0.036212	0.613	0.53614	0.64892	0.60784	0.27716	0.21414	0.30909	0.28188	0.86237	1188.5
0.0073479	0.032492	0.13868	0.24785	0.28483	0.070823	0.035069	0.046093	0.042635	0.011971	0.0063434	0.0035339	0.0052248	0.0054423	0.0085024	0.008883	0.0085146	0.28483	0.10674	0.064421	-0.042319	0.018407	0.14941	0.29147	0.55	0.89957	0.79727	0.375	0.095734	0.22487	0.3255	0.37412	0.013276	0.061068	0.13049	0.14621	0.035861	0.017903	0.017129	0.021668	0.0060857	0.0031907	0.00026381	0.00043952	0.0020905	0.0024299	0.00060441	0.00034828	0.23178	0.27708	0.2426	0.25261	0.11406	-0.095902	0.083491	0.11149	0.12785	0.11797	-0.10595	0.12337	0.12301	0.13606	-0.13153	0.03557	-0.14039	-0.042216	0.10531	-0.14115	0.59666	0.36673	0.49277	0.47005	0.26652	0.072822	0.18283	0.15327	1.0368	429
0.007334	0.03789	0.1528	0.2183	0.28376	0.063476	0.03245	0.031154	0.040982	0.012388	0.0072517	0.0036879	0.005737	0.0082987	0.0075684	0.0084616	0.0091821	0.28376	0.041151	0.018207	-0.022944	0.020136	0.056577	0.10654	0.1947	0.3137	0.29279	0.58594	0.07573	0.12214	0.21595	0.21898	0.019462	0.069809	0.035214	0.081477	0.010083	0.008086	0.016094	0.010926	0.0022963	0.0011997	0.0018486	0.00060405	0.0007436	0.0028548	0.0034197	0.00044794	0.24557	0.24299	0.24209	0.24365	-0.05178	-0.038178	-0.085624	-0.0013723	0.068549	0.1273	0.10427	0.083052	-0.10986	-0.11134	0.14042	0.12344	-0.057202	-0.083031	-0.13981	0.032299	0.48236	0.40998	0.47948	0.45693	0.17294	0.1159	0.16918	0.15206	0.88949	326.5
0.012739	0.19848	0.14561	0.33567	0.36493	0.16331	0.27812	0.25161	0.1421	0.11177	0.032389	0.033107	0.0070503	0.0068501	0.019199	0.017038	0.014333	0.36493	0.24798	0.12042	-0.12756	0.044244	0.29136	0.40187	0.54808	0.71999	0.83845	0.25	0.047088	0.63486	0.63332	0.72195	0.087217	0.073112	0.17814	0.18345	0.082977	0.13991	0.12988	0.072038	0.056748	0.016247	0.016775	0.00093279	0.0023016	0.0022515	0.003678	0.00092808	0.25173	0.35402	0.28064	0.30362	0.13405	0.13825	0.075098	0.13677	0.12366	0.13591	0.10512	0.12634	0.1246	0.13952	0.12702	-0.022521	0.12236	0.1412	0.029192	0.07662	0.14962	0.12078	0.18863	0.17312	-0.033042	-0.036707	-0.024365	-0.020048	1.7461	553
0.015675	0.098542	0.032181	0.023316	0.59787	0.70676	0.65523	0.48646	0.38437	0.30192	0.11131	0.014561	0.010006	0.014034	0.0093296	0.016863	0.013497	0.70676	0.12737	0.10792	-0.019445	0.053285	0.1442	0.18475	0.23463	0.2899	0.33175	0.8125	0.079412	0.10483	0.16179	0.14525	0.037112	0.013736	0.0093098	0.090723	0.15884	0.1813	0.10671	0.1019	0.076859	0.033982	0.0030596	0.0018808	0.0016662	0.0020472	0.0032512	0.0030877	0.033624	0.16311	0.1359	0.13336	0.12329	-0.1366	-0.044431	-0.081687	-0.14036	-0.057799	-0.13784	-0.095848	-0.13382	-0.13418	0.072376	0.10552	-0.029437	-0.056214	-0.082991	0.14128	0.13203	0.23092	0.14982	0.31495	-0.018877	0.0079742	-0.02581	0.05636	1.5207	401.5
0.016439	0.053659	0.01172	0.031563	0.47627	0.51149	0.50372	0.45073	0.40102	0.31094	0.14172	0.01075	0.0046042	0.0089168	0.0077357	0.013408	0.016386	0.51149	0.384	0.21631	-0.1677	0.052461	0.4361	0.56221	0.71829	0.89218	1.0234	0.27344	0.18367	0.70995	0.74296	0.9243	0.022136	0.0046345	0.015829	0.25647	0.27269	0.26798	0.22682	0.2013	0.15642	0.070986	0.0055391	0.00072231	0.0039529	0.0038746	0.00046414	0.002998	0.10402	0.36029	0.18344	0.25814	-0.016215	0.06367	0.13983	0.060593	0.070482	0.07261	0.1355	0.13863	0.13595	0.14138	0.10712	-0.13953	0.10146	-0.074383	-0.12254	0.07981	0.14982	0.14148	0.22598	0.32976	-0.02581	-0.03896	-0.0066908	0.059147	1.5993	636
0.016264	0.079116	0.039975	0.036283	0.31618	0.34078	0.30364	0.1388	0.30666	0.19297	0.074614	0.011255	0.011374	0.020474	0.010568	0.014989	0.026718	0.34078	0.1548	0.036419	-0.11838	0.036259	0.18925	0.28246	0.41546	0.58027	0.66875	0.48438	0.063456	0.14776	0.17317	0.14903	0.017619	0.010951	0.017106	0.16855	0.14575	0.162	0.094965	0.1657	0.11568	0.043112	0.00019556	0.0045654	0.0012459	0.014148	0.0031054	0.0030013	0.26197	0.24817	0.13405	0.22835	-0.033439	0.1037	0.13741	-0.053105	0.00028328	-0.13522	-0.088657	0.057296	-0.024506	0.00070148	-0.1358	0.1286	0.08842	-0.1363	0.14025	-0.038797	0.23257	0.1601	0.27694	0.26043	-0.0034878	-0.026401	0.025122	0.017049	1.6409	429.5
0.0095564	0.13356	0.11857	0.071837	0.05192	0.15268	0.22243	0.24039	0.19014	0.067609	0.039759	0.095094	0.0043263	0.015582	0.009425	0.009502	0.015864	0.24039	0.15445	0.099598	-0.054855	0.029511	0.19675	0.31858	0.50621	0.74887	0.82554	0.36719	0.15886	0.25588	0.39801	0.42091	0.030331	0.059949	0.037652	0.029674	0.065271	0.13423	0.13029	0.10109	0.032623	0.020168	0.051439	0.0010564	0.0033982	0.0010507	0.0019142	0.0036956	0.20229	0.2299	0.21814	0.22077	0.1353	0.12966	0.088226	0.0089212	-0.13898	-0.028706	0.054346	0.073285	-0.049921	0.12569	0.056233	-0.098443	0.04313	-0.10804	0.13404	-0.070322	0.53126	0.23696	0.43854	0.37738	0.20358	0.019335	0.15026	0.097027	1.4854	553
0.017885	0.032804	0.080301	0.041116	0.15507	0.56734	0.36511	0.34878	0.51967	0.56435	0.50487	0.22843	0.0057436	0.014418	0.010055	0.026247	0.016622	0.56734	0.45104	0.25329	-0.19775	0.062386	0.49482	0.59549	0.71158	0.83268	0.92201	0.22656	0.27925	0.77386	0.89032	0.93345	0.014407	0.03662	0.020795	0.078561	0.30327	0.18621	0.17698	0.2695	0.29039	0.25674	0.11533	0.0017604	0.0029621	0.0016267	0.0053236	0.0021628	0.066855	0.33288	0.14285	0.23858	-0.022835	0.12445	0.12928	0.12717	0.067833	0.11914	0.12524	0.099856	0.10876	0.12265	0.13138	0.032236	0.0020771	0.071531	0.12926	0.077481	0.1881	0.13313	0.23976	0.37299	-0.00049223	-0.03565	0.013801	0.089194	1.5199	497.5
0.01275	0.062795	0.16304	0.12569	0.33209	0.43747	0.24522	0.094015	0.14064	0.098352	0.093303	0.07414	0.0093454	0.02265	0.018921	0.028684	0.017408	0.43747	0.19536	0.067031	-0.12833	0.039688	0.23457	0.33778	0.48014	0.6526	0.75863	0.53906	0.10719	0.15916	0.19157	0.44232	0.018477	0.031296	0.044554	0.17241	0.22351	0.14321	0.065237	0.093432	0.035074	0.029903	0.028855	0.0028891	0.0025957	0.0047584	0.008738	0.0032984	0.16126	0.27741	0.1248	0.20551	0.08272	-0.10229	-0.10495	0.098658	0.11706	-0.0069856	-0.093501	-0.077446	-0.037354	-0.092689	-0.14065	-0.057184	-0.14016	0.096386	0.082245	0.032964	0.21819	0.29501	0.30512	0.38899	-5.2152e-05	0.032164	0.040801	0.12406	1.4718	331.5
0.0097702	0.14851	0.21389	0.28937	0.14587	0.044912	0.10067	0.16141	0.2267	0.052487	0.096762	0.14873	0.0060627	0.014929	0.013745	0.013263	0.0091952	0.28937	0.21266	0.11388	-0.098785	0.033446	0.26422	0.40716	0.61738	0.88267	1.0038	0.16406	0.13609	0.45437	0.40848	0.39399	0.078586	0.11894	0.14575	0.07559	0.023713	0.051065	0.083911	0.11575	0.02629	0.048622	0.07495	0.0010953	0.0011937	0.0016687	0.0025809	0.0018659	0.21924	0.2662	0.20341	0.23654	-0.076869	0.031235	0.13441	0.10076	0.080429	0.12567	0.097156	0.11781	0.14139	0.13732	0.13376	-0.069116	0.054968	0.11253	-0.037646	0.13032	0.53693	0.27628	0.40907	0.38883	0.21249	0.03251	0.10537	0.097435	1.3709	580.5
0.0072275	0.061358	0.084805	0.14907	0.094055	0.090064	0.11365	0.20341	0.22206	0.083972	0.024894	0.005578	0.0039163	0.009014	0.0059149	0.0085364	0.011112	0.22206	0.14481	0.083456	-0.061353	0.0236	0.19288	0.34116	0.58865	0.91897	0.93007	0.22656	0.16849	0.27598	0.31561	0.28572	0.030797	0.019339	0.091321	0.047937	0.047305	0.063128	0.10427	0.1124	0.042291	0.012625	0.0013764	0.0013073	0.0024121	0.00087149	0.0011518	0.0025257	0.23966	0.25931	0.24033	0.24909	0.13874	0.12251	-0.037704	0.11995	0.085962	0.032154	0.1132	0.12824	0.13448	0.12589	0.11921	-0.12051	-0.11788	0.1414	0.094459	0.13149	0.49162	0.33554	0.44512	0.41172	0.16154	0.077456	0.13502	0.11406	1.1929	525
0.008607	0.10836	0.16671	0.12472	0.029989	0.022539	0.1171	0.10065	0.31697	0.092398	0.065996	0.00284	0.0044382	0.0074795	0.0070811	0.0070889	0.011409	0.31697	0.1204	0.074815	-0.045589	0.023807	0.1601	0.28219	0.48536	0.75627	0.76848	0.32812	0.15144	0.31127	0.36013	0.40226	0.04163	0.079996	0.055148	0.015164	0.011393	0.068088	0.052146	0.15945	0.046287	0.033122	0.00075001	0.0021104	0.0018891	0.0014021	0.0028405	0.0025668	0.21567	0.259	0.25782	0.24688	-0.14073	-0.097316	-0.077026	0.12951	0.12988	-0.0038683	0.10095	0.13592	0.14121	0.13887	0.0021513	-0.00026641	-0.080869	-0.12133	-0.10513	0.11888	0.45051	0.29376	0.36688	0.36253	0.1432	0.040563	0.074583	0.077252	1.303	497.5
0.0073582	0.044879	0.12129	0.10844	0.18772	0.16957	0.17433	0.20014	0.1367	0.047895	0.014675	0.0032201	0.0044141	0.0046054	0.0075003	0.0049821	0.0064924	0.20014	0.13861	0.057466	-0.081145	0.023552	0.1847	0.32695	0.56456	0.88174	0.89156	0.32031	0.1504	0.41095	0.3593	0.36017	0.026672	0.04959	0.05391	0.096963	0.085013	0.089529	0.10207	0.07456	0.024221	0.0078973	0.0013668	0.00089649	0.0019448	0.0007064	0.0022282	0.0026631	0.26065	0.26755	0.23906	0.25818	-0.018951	0.13701	-0.14133	0.10434	0.14024	0.11101	0.11918	0.048462	0.12938	-0.023178	0.11158	-0.021616	0.024533	0.029641	0.13883	0.12449	0.33276	0.22134	0.40277	0.30941	0.06801	0.031584	0.11602	0.06207	1.6409	359.5
0.007451	0.086257	0.1206	0.2322	0.28017	0.10537	0.17648	0.081208	0.047857	0.012258	0.010125	0.0034906	0.0060674	0.0086838	0.007622	0.013865	0.012141	0.28017	0.13228	0.062988	-0.06929	0.021644	0.17926	0.32808	0.58417	0.92849	0.90079	0.30469	0.18963	0.41531	0.38802	0.38306	0.035958	0.048545	0.11634	0.14663	0.053089	0.09052	0.041028	0.031807	0.0069362	0.0055387	0.0020275	0.0021452	0.00091962	0.0018547	0.0029848	0.0041627	0.2443	0.26834	0.23919	0.25254	-0.10375	-0.12945	0.14103	0.089781	0.13399	0.11242	0.13058	-0.077616	0.016741	0.045765	-0.044378	-0.0011431	0.14119	-0.13787	-0.13255	-0.083455	0.3989	0.21549	0.39374	0.32511	0.10705	-0.010281	0.10602	0.053479	1.3141	373
0.0066494	0.094345	0.14393	0.19915	0.25062	0.075374	0.095455	0.13215	0.065678	0.011388	0.019076	0.0052823	0.0059054	0.0071442	0.0089695	0.0097725	0.0069013	0.25062	0.12945	0.071182	-0.058268	0.020256	0.17776	0.33395	0.609	0.98017	0.91788	0.30469	0.10616	0.34041	0.31684	0.30639	0.028992	0.048971	0.10588	0.12553	0.038112	0.04784	0.068275	0.032963	0.0057319	0.0095568	0.0027061	0.002817	0.0044518	0.0022043	0.0011112	0.002249	0.23102	0.27069	0.23547	0.24824	0.034658	-0.11992	0.073276	0.1414	0.12956	0.14062	0.10414	0.13882	0.1353	0.14111	0.11389	-0.09717	-0.025024	0.11508	0.091671	0.13952	0.47347	0.29088	0.39856	0.37717	0.16672	0.036221	0.10448	0.089696	1.1747	304
0.011006	0.12452	0.17322	0.1454	0.5995	0.20425	0.029818	0.0041961	0.0066538	0.0039417	0.004152	0.0066531	0.0085823	0.0078813	0.023432	0.01849	0.016172	0.5995	0.12421	0.07512	-0.049091	0.025503	0.16291	0.27945	0.46867	0.71895	0.75261	0.60156	0.076124	0.22249	0.26	0.25389	0.013477	0.064904	0.060717	0.30626	0.10403	0.0047909	0.0021021	0.0015612	0.0019743	0.00011539	0.0033939	0.0057793	0.0054886	0.0054563	0.0047136	0.0038767	0.11058	0.25123	0.15289	0.18369	-0.020846	-0.041976	-0.12483	0.11716	0.12079	-0.081502	0.1412	0.020484	0.1414	-0.1408	-0.12932	-0.094827	-0.13628	-0.12597	0.076625	-0.00082467	0.30061	0.46831	0.30182	0.53866	0.018056	0.16496	0.029795	0.29078	1.0368	414.5
0.011687	0.12646	0.24238	0.25446	0.40819	0.064082	0.10487	0.01964	0.031992	0.0065073	0.0060633	0.0044454	0.0074833	0.0065808	0.014669	0.01237	0.010756	0.40819	0.16103	0.10295	-0.058078	0.02685	0.20904	0.35136	0.57821	0.87613	0.93573	0.30469	0.1503	0.31091	0.15463	0.19519	0.043328	0.14112	0.1612	0.21885	0.032256	0.053571	0.012119	0.016035	0.00080839	0.00061435	0.0012306	0.0021277	0.0018085	0.00035547	0.0046476	0.0041392	0.22057	0.3333	0.27098	0.28191	-0.015938	-0.0048316	-0.055844	0.064872	0.13517	0.11727	-0.04184	0.14051	0.029715	-0.13988	0.10517	0.14066	-0.12981	0.094716	0.14142	-0.036361	0.4285	0.23654	0.29781	0.31569	0.1232	-0.013734	0.025695	0.032006	1.1603	283.5
0.0052902	0.059276	0.038018	0.13349	0.18921	0.04874	0.04135	0.091205	0.08461	0.01359	0.0095046	0.0028306	0.0060379	0.0037562	0.012165	0.013597	0.010677	0.18921	0.060831	0.035969	-0.024862	0.017708	0.085806	0.16997	0.32516	0.53492	0.46309	0.42188	0.087559	0.20018	0.24125	0.22319	0.022231	0.019171	0.073858	0.094772	0.020751	0.014334	0.020596	0.019278	0.0068276	0.0045409	0.0010767	0.0014197	0.0012203	0.0010176	0.0034602	0.001665	0.23231	0.23458	0.22493	0.23098	0.10703	0.014217	0.035567	0.14141	0.13475	-0.06908	-0.14035	-0.13568	0.13757	0.13726	-0.096957	-0.14142	-0.074136	-0.11629	-0.12881	0.029015	0.56276	0.42265	0.52579	0.50083	0.23983	0.12489	0.20884	0.18708	0.99703	470
0.0057696	0.087142	0.11664	0.21297	0.18698	0.033253	0.026998	0.054206	0.034396	0.0098506	0.01559	0.0021309	0.0063435	0.0087338	0.013826	0.008706	0.011661	0.21297	0.079619	0.043345	-0.036274	0.016212	0.1143	0.23442	0.46258	0.76985	0.63048	0.41406	0.11268	0.20362	0.25486	0.27534	0.017716	0.066185	0.10863	0.098613	0.017184	0.010284	0.013403	0.0061385	0.00068027	0.0022422	0.0011117	0.00088023	0.0045228	0.0034335	0.0032004	0.0047798	0.22947	0.25634	0.23221	0.24028	0.027585	0.014581	0.11901	0.081615	0.10385	-0.073327	-0.12145	0.025663	-0.029882	-0.14034	-0.14063	-0.0055667	0.1015	-0.096773	0.12545	0.059327	0.4918	0.32854	0.49574	0.42935	0.17475	0.047489	0.18173	0.12209	1.0174	414.5
0.013476	0.036224	0.049525	0.12337	0.29659	0.71574	0.49038	0.15462	0.18706	0.071189	0.047623	0.016674	0.033533	0.045442	0.055931	0.025689	0.022136	0.71574	0.29728	0.17293	-0.12435	0.04048	0.35554	0.50799	0.71667	0.96818	1.1266	0.25	0.14757	0.31208	0.3027	0.3615	0.016824	0.023606	0.066215	0.15171	0.36783	0.25354	0.07958	0.096546	0.036612	0.024413	0.0056953	0.0099821	0.023128	0.020108	0.010149	0.0065842	0.030278	0.25628	0.076564	0.17143	-0.106	-0.12758	0.063794	0.11565	0.11019	0.10328	0.10848	0.10529	0.10933	0.11312	-0.13419	-0.029056	-0.014623	0.029088	0.13967	-0.043883	0.18915	0.39195	0.39324	0.70301	0.010645	0.092577	0.09781	0.4397	0.94725	220
0.017713	0.10871	0.61245	0.62174	0.60725	0.57614	0.52536	0.42753	0.29405	0.066989	0.040629	0.028719	0.035256	0.06364	0.050978	0.026585	0.032627	0.62174	0.52946	0.28092	-0.24854	0.069848	0.56789	0.65343	0.74732	0.84014	0.90063	0.14062	0.12025	0.54193	0.35666	0.64667	0.056078	0.3112	0.31658	0.30686	0.28886	0.26355	0.21463	0.14744	0.034076	0.020368	0.01075	0.0056038	0.016722	0.025943	0.005397	0.0057297	0.083052	0.35506	0.11092	0.25308	0.1059	0.1236	0.12106	0.13033	0.14014	0.13943	0.13852	0.14007	0.12228	0.14027	0.13005	-0.058142	-0.058923	0.12173	-0.14136	0.093205	0.26998	0.09917	0.12238	0.36782	0.042869	-0.051176	-0.033333	0.073724	1.5841	261.5
